COM1,COM2,COM3,COM4,COM5,COM6,COM7,COM8,COM9,COM10,COM11,COM12,COM13,COM14,COM15,Total_COM,COM_Label
1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,25,0
1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,24,0
1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,25,0
1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,26,0
1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,27,0
1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,19,0
1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,20,0
1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,21,0
1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,22,0
1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,21,0
1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,22,0
1,1,1,1,1,1,1,1,1,1,1,2,2,3,5,23,0
1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,23,0
1,1,1,1,1,1,1,1,1,1,1,2,2,4,5,24,0
1,1,1,1,1,1,1,1,1,1,1,2,2,5,5,25,0
1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,22,0
1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,23,0
1,1,1,1,1,1,1,1,1,1,1,2,3,3,5,24,0
1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,24,0
1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,25,0
1,1,1,1,1,1,1,1,1,1,1,2,3,5,5,26,0
1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,25,0
1,1,1,1,1,1,1,1,1,1,1,2,4,4,5,26,0
1,1,1,1,1,1,1,1,1,1,1,2,4,5,5,27,0
1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,28,0
1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,23,0
1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,24,0
1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,25,0
1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,25,0
1,1,1,1,1,1,1,1,1,1,1,3,3,4,5,26,0
1,1,1,1,1,1,1,1,1,1,1,3,3,5,5,27,0
1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,26,0
1,1,1,1,1,1,1,1,1,1,1,3,4,4,5,27,0
1,1,1,1,1,1,1,1,1,1,1,3,4,5,5,28,0
1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,29,0
1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,27,0
1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,28,0
1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,29,0
1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,30,0
1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,31,0
1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,20,0
1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,21,0
1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,22,0
1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,23,0
1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,22,0
1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,23,0
1,1,1,1,1,1,1,1,1,1,2,2,2,3,5,24,0
1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,24,0
1,1,1,1,1,1,1,1,1,1,2,2,2,4,5,25,0
1,1,1,1,1,1,1,1,1,1,2,2,2,5,5,26,0
1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,23,0
1,1,1,1,1,1,1,1,1,1,2,2,3,3,4,24,0
1,1,1,1,1,1,1,1,1,1,2,2,3,3,5,25,0
1,1,1,1,1,1,1,1,1,1,2,2,3,4,4,25,0
1,1,1,1,1,1,1,1,1,1,2,2,3,4,5,26,0
1,1,1,1,1,1,1,1,1,1,2,2,3,5,5,27,0
1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,26,0
1,1,1,1,1,1,1,1,1,1,2,2,4,4,5,27,0
1,1,1,1,1,1,1,1,1,1,2,2,4,5,5,28,0
1,1,1,1,1,1,1,1,1,1,2,2,5,5,5,29,0
1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,24,0
1,1,1,1,1,1,1,1,1,1,2,3,3,3,4,25,0
1,1,1,1,1,1,1,1,1,1,2,3,3,3,5,26,0
1,1,1,1,1,1,1,1,1,1,2,3,3,4,4,26,0
1,1,1,1,1,1,1,1,1,1,2,3,3,4,5,27,0
1,1,1,1,1,1,1,1,1,1,2,3,3,5,5,28,0
1,1,1,1,1,1,1,1,1,1,2,3,4,4,4,27,0
1,1,1,1,1,1,1,1,1,1,2,3,4,4,5,28,0
1,1,1,1,1,1,1,1,1,1,2,3,4,5,5,29,0
1,1,1,1,1,1,1,1,1,1,2,3,5,5,5,30,0
1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,28,0
1,1,1,1,1,1,1,1,1,1,2,4,4,4,5,29,0
1,1,1,1,1,1,1,1,1,1,2,4,4,5,5,30,0
1,1,1,1,1,1,1,1,1,1,2,4,5,5,5,31,0
1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,32,0
1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,25,0
1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,26,0
1,1,1,1,1,1,1,1,1,1,3,3,3,3,5,27,0
1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,27,0
1,1,1,1,1,1,1,1,1,1,3,3,3,4,5,28,0
1,1,1,1,1,1,1,1,1,1,3,3,3,5,5,29,0
1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,28,0
1,1,1,1,1,1,1,1,1,1,3,3,4,4,5,29,0
1,1,1,1,1,1,1,1,1,1,3,3,4,5,5,30,0
1,1,1,1,1,1,1,1,1,1,3,3,5,5,5,31,0
1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,29,0
1,1,1,1,1,1,1,1,1,1,3,4,4,4,5,30,0
1,1,1,1,1,1,1,1,1,1,3,4,4,5,5,31,0
1,1,1,1,1,1,1,1,1,1,3,4,5,5,5,32,0
1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,33,0
1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,30,0
1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,31,0
1,1,1,1,1,1,1,1,1,1,4,4,4,5,5,32,0
1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,33,0
1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,34,0
1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,35,0
1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,21,0
1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,22,0
1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,23,0
1,1,1,1,1,1,1,1,1,2,2,2,2,2,5,24,0
1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,23,0
1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,24,0
1,1,1,1,1,1,1,1,1,2,2,2,2,3,5,25,0
1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,25,0
1,1,1,1,1,1,1,1,1,2,2,2,2,4,5,26,0
1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,27,0
1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,24,0
1,1,1,1,1,1,1,1,1,2,2,2,3,3,4,25,0
1,1,1,1,1,1,1,1,1,2,2,2,3,3,5,26,0
1,1,1,1,1,1,1,1,1,2,2,2,3,4,4,26,0
1,1,1,1,1,1,1,1,1,2,2,2,3,4,5,27,0
1,1,1,1,1,1,1,1,1,2,2,2,3,5,5,28,0
1,1,1,1,1,1,1,1,1,2,2,2,4,4,4,27,0
1,1,1,1,1,1,1,1,1,2,2,2,4,4,5,28,0
1,1,1,1,1,1,1,1,1,2,2,2,4,5,5,29,0
1,1,1,1,1,1,1,1,1,2,2,2,5,5,5,30,0
1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,25,0
1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,26,0
1,1,1,1,1,1,1,1,1,2,2,3,3,3,5,27,0
1,1,1,1,1,1,1,1,1,2,2,3,3,4,4,27,0
1,1,1,1,1,1,1,1,1,2,2,3,3,4,5,28,0
1,1,1,1,1,1,1,1,1,2,2,3,3,5,5,29,0
1,1,1,1,1,1,1,1,1,2,2,3,4,4,4,28,0
1,1,1,1,1,1,1,1,1,2,2,3,4,4,5,29,0
1,1,1,1,1,1,1,1,1,2,2,3,4,5,5,30,0
1,1,1,1,1,1,1,1,1,2,2,3,5,5,5,31,0
1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,29,0
1,1,1,1,1,1,1,1,1,2,2,4,4,4,5,30,0
1,1,1,1,1,1,1,1,1,2,2,4,4,5,5,31,0
1,1,1,1,1,1,1,1,1,2,2,4,5,5,5,32,0
1,1,1,1,1,1,1,1,1,2,2,5,5,5,5,33,0
1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,26,0
1,1,1,1,1,1,1,1,1,2,3,3,3,3,4,27,0
1,1,1,1,1,1,1,1,1,2,3,3,3,3,5,28,0
1,1,1,1,1,1,1,1,1,2,3,3,3,4,4,28,0
1,1,1,1,1,1,1,1,1,2,3,3,3,4,5,29,0
1,1,1,1,1,1,1,1,1,2,3,3,3,5,5,30,0
1,1,1,1,1,1,1,1,1,2,3,3,4,4,4,29,0
1,1,1,1,1,1,1,1,1,2,3,3,4,4,5,30,0
1,1,1,1,1,1,1,1,1,2,3,3,4,5,5,31,0
1,1,1,1,1,1,1,1,1,2,3,3,5,5,5,32,0
1,1,1,1,1,1,1,1,1,2,3,4,4,4,4,30,0
1,1,1,1,1,1,1,1,1,2,3,4,4,4,5,31,0
1,1,1,1,1,1,1,1,1,2,3,4,4,5,5,32,0
1,1,1,1,1,1,1,1,1,2,3,4,5,5,5,33,0
1,1,1,1,1,1,1,1,1,2,3,5,5,5,5,34,0
1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,31,0
1,1,1,1,1,1,1,1,1,2,4,4,4,4,5,32,0
1,1,1,1,1,1,1,1,1,2,4,4,4,5,5,33,0
1,1,1,1,1,1,1,1,1,2,4,4,5,5,5,34,0
1,1,1,1,1,1,1,1,1,2,4,5,5,5,5,35,0
1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,36,0
1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,27,0
1,1,1,1,1,1,1,1,1,3,3,3,3,3,4,28,0
1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,29,0
1,1,1,1,1,1,1,1,1,3,3,3,3,4,4,29,0
1,1,1,1,1,1,1,1,1,3,3,3,3,4,5,30,0
1,1,1,1,1,1,1,1,1,3,3,3,3,5,5,31,0
1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,30,0
1,1,1,1,1,1,1,1,1,3,3,3,4,4,5,31,0
1,1,1,1,1,1,1,1,1,3,3,3,4,5,5,32,0
1,1,1,1,1,1,1,1,1,3,3,3,5,5,5,33,0
1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,31,0
1,1,1,1,1,1,1,1,1,3,3,4,4,4,5,32,0
1,1,1,1,1,1,1,1,1,3,3,4,4,5,5,33,0
1,1,1,1,1,1,1,1,1,3,3,4,5,5,5,34,0
1,1,1,1,1,1,1,1,1,3,3,5,5,5,5,35,0
1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,32,0
1,1,1,1,1,1,1,1,1,3,4,4,4,4,5,33,0
1,1,1,1,1,1,1,1,1,3,4,4,4,5,5,34,0
1,1,1,1,1,1,1,1,1,3,4,4,5,5,5,35,0
1,1,1,1,1,1,1,1,1,3,4,5,5,5,5,36,0
1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,37,0
1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,33,0
1,1,1,1,1,1,1,1,1,4,4,4,4,4,5,34,0
1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,35,0
1,1,1,1,1,1,1,1,1,4,4,4,5,5,5,36,0
1,1,1,1,1,1,1,1,1,4,4,5,5,5,5,37,0
1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,38,0
1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,39,0
1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,22,0
1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,23,0
1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,24,0
1,1,1,1,1,1,1,1,2,2,2,2,2,2,5,25,0
1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,24,0
1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,25,0
1,1,1,1,1,1,1,1,2,2,2,2,2,3,5,26,0
1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,26,0
1,1,1,1,1,1,1,1,2,2,2,2,2,4,5,27,0
1,1,1,1,1,1,1,1,2,2,2,2,2,5,5,28,0
1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,25,0
1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,26,0
1,1,1,1,1,1,1,1,2,2,2,2,3,3,5,27,0
1,1,1,1,1,1,1,1,2,2,2,2,3,4,4,27,0
1,1,1,1,1,1,1,1,2,2,2,2,3,4,5,28,0
1,1,1,1,1,1,1,1,2,2,2,2,3,5,5,29,0
1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,28,0
1,1,1,1,1,1,1,1,2,2,2,2,4,4,5,29,0
1,1,1,1,1,1,1,1,2,2,2,2,4,5,5,30,0
1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,31,0
1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,26,0
1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,27,0
1,1,1,1,1,1,1,1,2,2,2,3,3,3,5,28,0
1,1,1,1,1,1,1,1,2,2,2,3,3,4,4,28,0
1,1,1,1,1,1,1,1,2,2,2,3,3,4,5,29,0
1,1,1,1,1,1,1,1,2,2,2,3,3,5,5,30,0
1,1,1,1,1,1,1,1,2,2,2,3,4,4,4,29,0
1,1,1,1,1,1,1,1,2,2,2,3,4,4,5,30,0
1,1,1,1,1,1,1,1,2,2,2,3,4,5,5,31,0
1,1,1,1,1,1,1,1,2,2,2,3,5,5,5,32,0
1,1,1,1,1,1,1,1,2,2,2,4,4,4,4,30,0
1,1,1,1,1,1,1,1,2,2,2,4,4,4,5,31,0
1,1,1,1,1,1,1,1,2,2,2,4,4,5,5,32,0
1,1,1,1,1,1,1,1,2,2,2,4,5,5,5,33,0
1,1,1,1,1,1,1,1,2,2,2,5,5,5,5,34,0
1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,27,0
1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,28,0
1,1,1,1,1,1,1,1,2,2,3,3,3,3,5,29,0
1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,29,0
1,1,1,1,1,1,1,1,2,2,3,3,3,4,5,30,0
1,1,1,1,1,1,1,1,2,2,3,3,3,5,5,31,0
1,1,1,1,1,1,1,1,2,2,3,3,4,4,4,30,0
1,1,1,1,1,1,1,1,2,2,3,3,4,4,5,31,0
1,1,1,1,1,1,1,1,2,2,3,3,4,5,5,32,0
1,1,1,1,1,1,1,1,2,2,3,3,5,5,5,33,0
1,1,1,1,1,1,1,1,2,2,3,4,4,4,4,31,0
1,1,1,1,1,1,1,1,2,2,3,4,4,4,5,32,0
1,1,1,1,1,1,1,1,2,2,3,4,4,5,5,33,0
1,1,1,1,1,1,1,1,2,2,3,4,5,5,5,34,0
1,1,1,1,1,1,1,1,2,2,3,5,5,5,5,35,0
1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,32,0
1,1,1,1,1,1,1,1,2,2,4,4,4,4,5,33,0
1,1,1,1,1,1,1,1,2,2,4,4,4,5,5,34,0
1,1,1,1,1,1,1,1,2,2,4,4,5,5,5,35,0
1,1,1,1,1,1,1,1,2,2,4,5,5,5,5,36,0
1,1,1,1,1,1,1,1,2,2,5,5,5,5,5,37,0
1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,28,0
1,1,1,1,1,1,1,1,2,3,3,3,3,3,4,29,0
1,1,1,1,1,1,1,1,2,3,3,3,3,3,5,30,0
1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,30,0
1,1,1,1,1,1,1,1,2,3,3,3,3,4,5,31,0
1,1,1,1,1,1,1,1,2,3,3,3,3,5,5,32,0
1,1,1,1,1,1,1,1,2,3,3,3,4,4,4,31,0
1,1,1,1,1,1,1,1,2,3,3,3,4,4,5,32,0
1,1,1,1,1,1,1,1,2,3,3,3,4,5,5,33,0
1,1,1,1,1,1,1,1,2,3,3,3,5,5,5,34,0
1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,32,0
1,1,1,1,1,1,1,1,2,3,3,4,4,4,5,33,0
1,1,1,1,1,1,1,1,2,3,3,4,4,5,5,34,0
1,1,1,1,1,1,1,1,2,3,3,4,5,5,5,35,0
1,1,1,1,1,1,1,1,2,3,3,5,5,5,5,36,0
1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,33,0
1,1,1,1,1,1,1,1,2,3,4,4,4,4,5,34,0
1,1,1,1,1,1,1,1,2,3,4,4,4,5,5,35,0
1,1,1,1,1,1,1,1,2,3,4,4,5,5,5,36,0
1,1,1,1,1,1,1,1,2,3,4,5,5,5,5,37,0
1,1,1,1,1,1,1,1,2,3,5,5,5,5,5,38,0
1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,34,0
1,1,1,1,1,1,1,1,2,4,4,4,4,4,5,35,0
1,1,1,1,1,1,1,1,2,4,4,4,4,5,5,36,0
1,1,1,1,1,1,1,1,2,4,4,4,5,5,5,37,0
1,1,1,1,1,1,1,1,2,4,4,5,5,5,5,38,0
1,1,1,1,1,1,1,1,2,4,5,5,5,5,5,39,0
1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,40,0
1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,29,0
1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,30,0
1,1,1,1,1,1,1,1,3,3,3,3,3,3,5,31,0
1,1,1,1,1,1,1,1,3,3,3,3,3,4,4,31,0
1,1,1,1,1,1,1,1,3,3,3,3,3,4,5,32,0
1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,33,0
1,1,1,1,1,1,1,1,3,3,3,3,4,4,4,32,0
1,1,1,1,1,1,1,1,3,3,3,3,4,4,5,33,0
1,1,1,1,1,1,1,1,3,3,3,3,4,5,5,34,0
1,1,1,1,1,1,1,1,3,3,3,3,5,5,5,35,0
1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,33,0
1,1,1,1,1,1,1,1,3,3,3,4,4,4,5,34,0
1,1,1,1,1,1,1,1,3,3,3,4,4,5,5,35,0
1,1,1,1,1,1,1,1,3,3,3,4,5,5,5,36,0
1,1,1,1,1,1,1,1,3,3,3,5,5,5,5,37,0
1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,34,0
1,1,1,1,1,1,1,1,3,3,4,4,4,4,5,35,0
1,1,1,1,1,1,1,1,3,3,4,4,4,5,5,36,0
1,1,1,1,1,1,1,1,3,3,4,4,5,5,5,37,0
1,1,1,1,1,1,1,1,3,3,4,5,5,5,5,38,0
1,1,1,1,1,1,1,1,3,3,5,5,5,5,5,39,0
1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,35,0
1,1,1,1,1,1,1,1,3,4,4,4,4,4,5,36,0
1,1,1,1,1,1,1,1,3,4,4,4,4,5,5,37,0
1,1,1,1,1,1,1,1,3,4,4,4,5,5,5,38,0
1,1,1,1,1,1,1,1,3,4,4,5,5,5,5,39,0
1,1,1,1,1,1,1,1,3,4,5,5,5,5,5,40,0
1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,41,0
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,36,0
1,1,1,1,1,1,1,1,4,4,4,4,4,4,5,37,0
1,1,1,1,1,1,1,1,4,4,4,4,4,5,5,38,0
1,1,1,1,1,1,1,1,4,4,4,4,5,5,5,39,0
1,1,1,1,1,1,1,1,4,4,4,5,5,5,5,40,0
1,1,1,1,1,1,1,1,4,4,5,5,5,5,5,41,0
1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,42,0
1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,43,0
1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,23,0
1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,24,0
1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,25,0
1,1,1,1,1,1,1,2,2,2,2,2,2,2,5,26,0
1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,25,0
1,1,1,1,1,1,1,2,2,2,2,2,2,3,4,26,0
1,1,1,1,1,1,1,2,2,2,2,2,2,3,5,27,0
1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,27,0
1,1,1,1,1,1,1,2,2,2,2,2,2,4,5,28,0
1,1,1,1,1,1,1,2,2,2,2,2,2,5,5,29,0
1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,26,0
1,1,1,1,1,1,1,2,2,2,2,2,3,3,4,27,0
1,1,1,1,1,1,1,2,2,2,2,2,3,3,5,28,0
1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,28,0
1,1,1,1,1,1,1,2,2,2,2,2,3,4,5,29,0
1,1,1,1,1,1,1,2,2,2,2,2,3,5,5,30,0
1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,29,0
1,1,1,1,1,1,1,2,2,2,2,2,4,4,5,30,0
1,1,1,1,1,1,1,2,2,2,2,2,4,5,5,31,0
1,1,1,1,1,1,1,2,2,2,2,2,5,5,5,32,0
1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,27,0
1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,28,0
1,1,1,1,1,1,1,2,2,2,2,3,3,3,5,29,0
1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,29,0
1,1,1,1,1,1,1,2,2,2,2,3,3,4,5,30,0
1,1,1,1,1,1,1,2,2,2,2,3,3,5,5,31,0
1,1,1,1,1,1,1,2,2,2,2,3,4,4,4,30,0
1,1,1,1,1,1,1,2,2,2,2,3,4,4,5,31,0
1,1,1,1,1,1,1,2,2,2,2,3,4,5,5,32,0
1,1,1,1,1,1,1,2,2,2,2,3,5,5,5,33,0
1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,31,0
1,1,1,1,1,1,1,2,2,2,2,4,4,4,5,32,0
1,1,1,1,1,1,1,2,2,2,2,4,4,5,5,33,0
1,1,1,1,1,1,1,2,2,2,2,4,5,5,5,34,0
1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,35,0
1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,28,0
1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,29,0
1,1,1,1,1,1,1,2,2,2,3,3,3,3,5,30,0
1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,30,0
1,1,1,1,1,1,1,2,2,2,3,3,3,4,5,31,0
1,1,1,1,1,1,1,2,2,2,3,3,3,5,5,32,0
1,1,1,1,1,1,1,2,2,2,3,3,4,4,4,31,0
1,1,1,1,1,1,1,2,2,2,3,3,4,4,5,32,0
1,1,1,1,1,1,1,2,2,2,3,3,4,5,5,33,0
1,1,1,1,1,1,1,2,2,2,3,3,5,5,5,34,0
1,1,1,1,1,1,1,2,2,2,3,4,4,4,4,32,0
1,1,1,1,1,1,1,2,2,2,3,4,4,4,5,33,0
1,1,1,1,1,1,1,2,2,2,3,4,4,5,5,34,0
1,1,1,1,1,1,1,2,2,2,3,4,5,5,5,35,0
1,1,1,1,1,1,1,2,2,2,3,5,5,5,5,36,0
1,1,1,1,1,1,1,2,2,2,4,4,4,4,4,33,0
1,1,1,1,1,1,1,2,2,2,4,4,4,4,5,34,0
1,1,1,1,1,1,1,2,2,2,4,4,4,5,5,35,0
1,1,1,1,1,1,1,2,2,2,4,4,5,5,5,36,0
1,1,1,1,1,1,1,2,2,2,4,5,5,5,5,37,0
1,1,1,1,1,1,1,2,2,2,5,5,5,5,5,38,0
1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,29,0
1,1,1,1,1,1,1,2,2,3,3,3,3,3,4,30,0
1,1,1,1,1,1,1,2,2,3,3,3,3,3,5,31,0
1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,31,0
1,1,1,1,1,1,1,2,2,3,3,3,3,4,5,32,0
1,1,1,1,1,1,1,2,2,3,3,3,3,5,5,33,0
1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,32,0
1,1,1,1,1,1,1,2,2,3,3,3,4,4,5,33,0
1,1,1,1,1,1,1,2,2,3,3,3,4,5,5,34,0
1,1,1,1,1,1,1,2,2,3,3,3,5,5,5,35,0
1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,33,0
1,1,1,1,1,1,1,2,2,3,3,4,4,4,5,34,0
1,1,1,1,1,1,1,2,2,3,3,4,4,5,5,35,0
1,1,1,1,1,1,1,2,2,3,3,4,5,5,5,36,0
1,1,1,1,1,1,1,2,2,3,3,5,5,5,5,37,0
1,1,1,1,1,1,1,2,2,3,4,4,4,4,4,34,0
1,1,1,1,1,1,1,2,2,3,4,4,4,4,5,35,0
1,1,1,1,1,1,1,2,2,3,4,4,4,5,5,36,0
1,1,1,1,1,1,1,2,2,3,4,4,5,5,5,37,0
1,1,1,1,1,1,1,2,2,3,4,5,5,5,5,38,0
1,1,1,1,1,1,1,2,2,3,5,5,5,5,5,39,0
